date	type	station_train_code	train_no
2022-08-17	G	G360(上海虹桥-西安北)	5l0000G36020
2022-08-17	G	G361(上海虹桥-西安北)	5l0000G36020
2022-08-17	G	G362(西安北-上海虹桥)	4f0000G3620C
2022-08-17	G	G363(天津西-武汉)	250000G36309
2022-08-17	G	G364(武汉-天津西)	4e0000G36411
2022-08-17	G	G365(天津西-武汉)	250000G36516
2022-08-17	G	G366(武汉-天津西)	4e0000G36609
2022-08-17	G	G367(郑州-上海虹桥)	380000G37005
2022-08-17	G	G368(上海虹桥-郑州东)	5l0000G36803
2022-08-17	G	G369(上海虹桥-郑州东)	5l0000G36803
2022-08-17	G	G370(郑州-上海虹桥)	380000G37005
2022-08-17	G	G371(北京西-贵阳北)	240000G37110
2022-08-17	G	G372(贵阳北-北京西)	780000G37200
2022-08-17	G	G373(天津西-哈尔滨西)	250000G3730P
2022-08-17	G	G374(哈尔滨西-天津西)	0h0000G3740E
2022-08-17	G	G375(石家庄-上海虹桥)	260000G37500
2022-08-17	G	G378(上海虹桥-石家庄)	5l0000G37800
2022-08-17	G	G379(石家庄-上海虹桥)	260000G37900
2022-08-17	G	G380(上海虹桥-石家庄)	5l0000G38000
2022-08-17	G	G381(北京南-菏泽东)	240000G3810I
2022-08-17	G	G382(菏泽东-北京南)	470000G38200
2022-08-17	G	G383(北京南-菏泽东)	240000G3830P
2022-08-17	G	G384(菏泽东-北京南)	470000G38400
2022-08-17	G	G387(北京西-重庆西)	240000G38710
2022-08-17	G	G388(重庆西-北京西)	770000G38800
2022-08-17	G	G389(大连北-临沂北)	1g0000G3890E
2022-08-17	G	G392(大连北-临沂北)	1g0000G3890E
2022-08-17	G	G401(北京西-昆明南)	240000G40110
2022-08-17	G	G402(昆明南-北京西)	800000G4020B
2022-08-17	G	G407(昆明南-香港西九龙)	800000G41004
2022-08-17	G	G410(昆明南-香港西九龙)	800000G41004
2022-08-17	G	G417(南宁东-福田)	710000G41708
2022-08-17	G	G418(福田-南宁东)	6i0000G4180L
2022-08-17	G	G421(北京西-南宁东)	240000G4210Y
2022-08-17	G	G422(南宁东-北京西)	710000G4220B
2022-08-17	G	G423(石家庄-北海)	260000G4230N
2022-08-17	G	G424(北海-石家庄)	730000G42401
2022-08-17	G	G429(北京西-兰州西)	240000G4290O
2022-08-17	G	G430(兰州西-北京西)	8d0000G43009
2022-08-17	G	G431(武汉-南宁东)	4e0000G4310F
2022-08-17	G	G432(南宁东-武汉)	710000G4320H
2022-08-17	G	G436(柳州-武汉)	710000G43606
2022-08-17	G	G439(郑州东-桂林北)	380000G43907
2022-08-17	G	G440(桂林北-郑州东)	710000G44006
2022-08-17	G	G441(天津西-宁波)	250000G44109
2022-08-17	G	G442(宁波-天津西)	5e0000G44200
2022-08-17	G	G445(秦皇岛-杭州东)	250000G44803
2022-08-17	G	G446(杭州东-秦皇岛)	560000G44621
2022-08-17	G	G447(杭州东-秦皇岛)	560000G44621
2022-08-17	G	G448(秦皇岛-杭州东)	250000G44803
2022-08-17	G	G451(青岛-徐州东)	490000G4540Z
2022-08-17	G	G452(徐州东-青岛)	5l0000G45202
2022-08-17	G	G453(徐州东-青岛)	5l0000G45202
2022-08-17	G	G454(青岛-徐州东)	490000G4540Z
2022-08-17	G	G465(济南东-贵阳北)	470000G46809
2022-08-17	G	G466(贵阳北-济南东)	780000G46605
2022-08-17	G	G467(贵阳北-济南东)	780000G46605
2022-08-17	G	G468(济南东-贵阳北)	470000G46809
2022-08-17	G	G479(吉首东-北京西)	640000G47901
2022-08-17	G	G480(北京西-吉首东)	240000G4810H
2022-08-17	G	G481(北京西-吉首东)	240000G4810H
2022-08-17	G	G482(吉首东-北京西)	640000G47901
2022-08-17	G	G483(赣州西-北京西)	570000G48609
2022-08-17	G	G484(北京西-赣州西)	240000G4850M
2022-08-17	G	G485(北京西-赣州西)	240000G4850M
2022-08-17	G	G486(赣州西-北京西)	570000G48609
2022-08-17	G	G491(北京西-南昌西)	240000G4910W
2022-08-17	G	G492(南昌西-北京西)	5u0000G49220
2022-08-17	G	G497(北京南-沈阳)	240000G49730
2022-08-17	G	G498(沈阳南-北京南)	120000G49803
2022-08-17	G	G501(北京西-长沙南)	240000G50110
2022-08-17	G	G502(长沙南-北京西)	6c0000G5020C
2022-08-17	G	G503(北京西-株洲西)	240000G50310
2022-08-17	G	G504(长沙南-北京西)	6c0000G5040D
2022-08-17	G	G505(北京西-长沙南)	240000G50508
2022-08-17	G	G506(株洲西-北京西)	6c0000G50610
2022-08-17	G	G507(北京西-长沙南)	240000G50720
2022-08-17	G	G508(长沙南-北京西)	6c0000G50800
2022-08-17	G	G511(北京西-汉口)	240000G5110P
2022-08-17	G	G512(汉口-北京西)	390000G51208
2022-08-17	G	G521(北京西-武汉)	240000G5210J
2022-08-17	G	G522(武汉-北京西)	4e0000G52201
2022-08-17	G	G523(北京西-武汉)	240000G5230S
2022-08-17	G	G524(黄冈东-北京西)	390000G52404
2022-08-17	G	G525(北京西-黄冈东)	240000G5250H
2022-08-17	G	G526(武汉-北京西)	4e0000G5260B
2022-08-17	G	G527(北京西-武汉)	240000G5270O
2022-08-17	G	G528(武汉-北京西)	4e0000G5284N
2022-08-17	G	G531(漯河西-深圳北)	390000G53100
2022-08-17	G	G532(深圳北-漯河西)	6i0000G53210
2022-08-17	G	G533(信阳东-广州南)	390000G53300
2022-08-17	G	G534(广州南-信阳东)	6c0000G53406
2022-08-17	G	G535(长沙南-桂林北)	6c0000G5350B
2022-08-17	G	G536(桂林北-长沙南)	710000G53610
2022-08-17	G	G537(长沙南-桂林北)	6c0000G5370A
2022-08-17	G	G538(桂林北-长沙南)	710000G5380A
2022-08-17	G	G539(长沙南-北海)	6c0000G53903
2022-08-17	G	G540(北海-长沙南)	730000G54000
2022-08-17	G	G541(郑州东-广州南)	380000G5410A
2022-08-17	G	G542(广州南-郑州东)	6c0000G54208
2022-08-17	G	G543(郑州东-珠海)	380000G54310
2022-08-17	G	G544(珠海-郑州东)	6e0000G54400
2022-08-17	G	G545(郑州东-广州南)	380000G54520
2022-08-17	G	G546(广州南-郑州东)	6c0000G5460I
2022-08-17	G	G551(北京西-郑州东)	240000G55100
2022-08-17	G	G553(北京西-郑州东)	240000G55300
2022-08-17	G	G554(许昌东-北京西)	380000G55400
2022-08-17	G	G556(郑州东-北京西)	380000G55600
2022-08-17	G	G563(北京西-洛阳龙门)	240000G5630W
2022-08-17	G	G570(平顶山西-北京西)	400000G57001
2022-08-17	G	G571(北京西-南阳东)	240000G57121
2022-08-17	G	G572(南阳东-北京西)	400000G57201
2022-08-17	G	G581(武汉-宁波)	4e0000G5840I
2022-08-17	G	G582(宁波-武汉)	5e0000G58282
2022-08-17	G	G583(宁波-武汉)	5e0000G58282
2022-08-17	G	G584(武汉-宁波)	4e0000G5840I
2022-08-17	G	G585(长沙南-上海虹桥)	6c0000G58800
2022-08-17	G	G586(上海虹桥-长沙南)	5l0000G58600
2022-08-17	G	G587(上海虹桥-长沙南)	5l0000G58600
2022-08-17	G	G588(长沙南-上海虹桥)	6c0000G58800
2022-08-17	G	G589(汉口-温州南)	390000G5920N
2022-08-17	G	G590(温州南-武汉)	5j0000G59060
2022-08-17	G	G591(温州南-武汉)	5j0000G59060
2022-08-17	G	G592(汉口-温州南)	390000G5920N
2022-08-17	G	G593(武汉-杭州东)	4e0000G5960B
2022-08-17	G	G594(杭州东-武汉)	560000G59471
2022-08-17	G	G595(杭州东-武汉)	560000G59471
2022-08-17	G	G596(武汉-杭州东)	4e0000G5960B
2022-08-17	G	G597(武汉-上海虹桥)	4e0000G6000H
2022-08-17	G	G598(上海虹桥-汉口)	5l0000G59870
2022-08-17	G	G599(上海虹桥-汉口)	5l0000G59870
2022-08-17	G	G600(武汉-上海虹桥)	4e0000G6000H
2022-08-17	G	G601(北京丰台-太原南)	240000G60120
2022-08-17	G	G602(太原南-北京丰台)	270000G60250
2022-08-17	G	G603(北京丰台-太原南)	240000G60320
2022-08-17	G	G604(太原南-北京丰台)	270000G60420
2022-08-17	G	G605(北京丰台-太原南)	240000G60530
2022-08-17	G	G606(太原南-北京丰台)	270000G60620
2022-08-17	G	G607(北京丰台-太原南)	240000G60730
2022-08-17	G	G608(太原南-北京丰台)	270000G60840
2022-08-17	G	G609(北京丰台-太原南)	240000G60950
2022-08-17	G	G610(太原南-北京丰台)	270000G61030
2022-08-17	G	G611(北京丰台-太原南)	240000G61130
2022-08-17	G	G612(太原南-北京丰台)	270000G61220
2022-08-17	G	G613(北京丰台-太原南)	240000G61330
2022-08-17	G	G614(太原南-北京丰台)	270000G61440
2022-08-17	G	G615(北京丰台-太原南)	240000G61520
2022-08-17	G	G616(太原南-北京丰台)	270000G61640
2022-08-17	G	G618(太原南-北京丰台)	270000G61820
2022-08-17	G	G620(太原南-北京丰台)	270000G62010
2022-08-17	G	G621(北京丰台-临汾西)	240000G62110
2022-08-17	G	G622(运城北-北京丰台)	270000G62230
2022-08-17	G	G623(北京丰台-运城北)	240000G62310
2022-08-17	G	G624(临汾西-北京丰台)	270000G62420
2022-08-17	G	G625(北京丰台-永济北)	240000G62510
2022-08-17	G	G626(运城北-北京丰台)	270000G62610
2022-08-17	G	G627(北京丰台-运城北)	240000G62720
2022-08-17	G	G628(永济北-北京丰台)	270000G62840
2022-08-17	G	G629(北京丰台-运城北)	240000G62920
2022-08-17	G	G631(南昌西-广州南)	5u0000G6310B
2022-08-17	G	G632(广州南-南昌西)	6c0000G6320A
2022-08-17	G	G635(合肥南-深圳北)	5i0000G63580
2022-08-17	G	G636(深圳北-合肥南)	6i0000G63610
2022-08-17	G	G637(南京南-广州南)	5l0000G63700
2022-08-17	G	G638(广州南-南京南)	6c0000G63800
2022-08-17	G	G639(兰州西-南昌西)	8d0000G64205
2022-08-17	G	G640(南昌西-兰州西)	5u0000G6400B
2022-08-17	G	G641(南昌西-兰州西)	5u0000G6400B
2022-08-17	G	G642(兰州西-南昌西)	8d0000G64205
2022-08-17	G	G645(南昌西-广州南)	5u0000G6450E
2022-08-17	G	G646(广州南-南昌西)	6c0000G64607
2022-08-17	G	G647(郑州东-福州)	380000G64703
2022-08-17	G	G648(福州-郑州东)	580000G64803
2022-08-17	G	G649(合肥南-广州南)	5i0000G64905
2022-08-17	G	G650(广州南-合肥南)	6c0000G65005
2022-08-17	G	G652(西安北-北京西)	4f0000G6520G
2022-08-17	G	G653(北京西-西安北)	240000G6530L
2022-08-17	G	G654(西安北-北京西)	4f0000G65409
2022-08-17	G	G655(北京西-西安北)	240000G6550J
2022-08-17	G	G656(西安北-北京西)	4f0000G6560S
2022-08-17	G	G657(北京西-西安北)	240000G65720
2022-08-17	G	G658(西安北-北京西)	4f0000G65818
2022-08-17	G	G659(北京西-西安北)	240000G6590R
2022-08-17	G	G661(北京西-西安北)	240000G66120
2022-08-17	G	G662(西安北-北京西)	4f0000G66213
2022-08-17	G	G663(北京西-西安北)	240000G6630I
2022-08-17	G	G664(西安北-北京西)	4f0000G6640M
2022-08-17	G	G665(北京西-西安北)	240000G6650M
2022-08-17	G	G666(西安北-北京西)	4f0000G6660P
2022-08-17	G	G671(北京西-宝鸡南)	240000G6711I
2022-08-17	G	G672(宝鸡南-北京西)	4g0000G6720K
2022-08-17	G	G673(北京西-宝鸡南)	240000G6730J
2022-08-17	G	G674(宝鸡南-北京西)	4g0000G67414
2022-08-17	G	G675(武汉-上海虹桥)	4e0000G6780F
2022-08-17	G	G676(上海虹桥-武汉)	5l0000G67681
2022-08-17	G	G677(上海虹桥-武汉)	5l0000G67681
2022-08-17	G	G678(武汉-上海虹桥)	4e0000G6780F
2022-08-17	G	G681(北京丰台-长治东)	240000G68110
2022-08-17	G	G682(长治东-北京丰台)	380000G68200
2022-08-17	G	G683(北京丰台-晋城东)	240000G68320
2022-08-17	G	G684(晋城东-北京丰台)	380000G68400
2022-08-17	G	G685(北京西-汉中)	240000G68501
2022-08-17	G	G686(汉中-北京西)	430000G68600
2022-08-17	G	G687(张家界西-北京西)	640000G68702
2022-08-17	G	G688(北京西-张家界西)	240000G68903
2022-08-17	G	G689(北京西-张家界西)	240000G68903
2022-08-17	G	G690(张家界西-北京西)	640000G68702
2022-08-17	G	G691(太原南-武汉)	270000G69100
2022-08-17	G	G692(武汉-太原南)	4e0000G69209
2022-08-17	G	G695(太原南-广州南)	270000G69512
2022-08-17	G	G696(广州南-太原南)	6c0000G69605
2022-08-17	G	G697(杭州东-深圳北)	560000G69702
2022-08-17	G	G698(深圳北-杭州东)	6i0000G69800
2022-08-17	G	G701(大连北-哈尔滨西)	1g0000G70108
2022-08-17	G	G703(大连北-大庆东)	1g0000G70307
2022-08-17	G	G704(哈尔滨西-大连北)	0h0000G7040A
2022-08-17	G	G705(大连北-哈尔滨西)	1g0000G7050D
2022-08-17	G	G706(哈尔滨西-大连北)	0h0000G70609
2022-08-17	G	G707(大连北-牡丹江)	1g0000G7070B
2022-08-17	G	G708(哈尔滨西-大连北)	0h0000G70809
2022-08-17	G	G709(大连北-哈尔滨西)	1g0000G70909
2022-08-17	G	G710(哈尔滨西-大连北)	0h0000G71008
2022-08-17	G	G711(大连北-齐齐哈尔南)	1g0000G7110B
2022-08-17	G	G713(大连北-哈尔滨西)	1g0000G71308
2022-08-17	G	G714(佳木斯-大连北)	020000G71400
2022-08-17	G	G716(牡丹江-大连北)	030000G71601
2022-08-17	G	G717(大连北-佳木斯)	1g0000G7170G
2022-08-17	G	G719(大连北-哈尔滨西)	1g0000G71909
2022-08-17	G	G720(哈尔滨西-大连北)	0h0000G72007
2022-08-17	G	G721(大连北-七台河西)	1g0000G72110
2022-08-17	G	G722(齐齐哈尔南-大连北)	040000G72203
2022-08-17	G	G725(大连北-哈尔滨西)	1g0000G7250B
2022-08-17	G	G727(大连北-哈尔滨西)	1g0000G7270G
2022-08-17	G	G729(大连北-哈尔滨西)	1g0000G7290G
2022-08-17	G	G730(哈尔滨西-大连北)	0h0000G73007
2022-08-17	G	G731(大连北-哈尔滨西)	1g0000G7310D
2022-08-17	G	G732(七台河西-大连北)	030000G73200
2022-08-17	G	G755(沈阳北-哈尔滨西)	120000G75504
2022-08-17	G	G763(盘锦-哈尔滨西)	150000G7630C
2022-08-17	G	G764(哈尔滨西-盘锦)	0h0000G76406
2022-08-17	G	G765(大连北-齐齐哈尔南)	1g0000G76508
2022-08-17	G	G766(齐齐哈尔南-大连北)	040000G76609
2022-08-17	G	G767(大连北-哈尔滨西)	1g0000G76707
2022-08-17	G	G768(齐齐哈尔-大连北)	040000G76808
2022-08-17	G	G769(大连北-哈尔滨西)	1g0000G76904
2022-08-17	G	G771(大连北-佳木斯)	1g0000G77101
2022-08-17	G	G772(佳木斯-大连北)	020000G77204
2022-08-17	G	G773(大连北-双鸭山西)	1g0000G77310
2022-08-17	G	G774(双鸭山西-大连北)	020000G77500
2022-08-17	G	G775(双鸭山西-大连北)	020000G77500
2022-08-17	G	G776(大连北-双鸭山西)	1g0000G77310
2022-08-17	G	G777(丹东-佳木斯)	120000G78000
2022-08-17	G	G778(佳木斯-丹东)	020000G77800
2022-08-17	G	G779(佳木斯-丹东)	020000G77800
2022-08-17	G	G780(丹东-佳木斯)	120000G78000
2022-08-17	G	G781(丹东-齐齐哈尔南)	120000G7840A
2022-08-17	G	G782(齐齐哈尔南-丹东)	040000G78202
2022-08-17	G	G783(齐齐哈尔南-丹东)	040000G78202
2022-08-17	G	G784(丹东-齐齐哈尔南)	120000G7840A
2022-08-17	G	G785(丹东-齐齐哈尔南)	120000G78806
2022-08-17	G	G786(齐齐哈尔南-丹东)	040000G78602
2022-08-17	G	G787(齐齐哈尔南-丹东)	040000G78602
2022-08-17	G	G788(丹东-齐齐哈尔南)	120000G78806
2022-08-17	G	G791(北京丰台-原平西)	240000G79110
2022-08-17	G	G792(原平西-北京丰台)	270000G79310
2022-08-17	G	G793(原平西-北京丰台)	270000G79310
2022-08-17	G	G794(北京丰台-原平西)	240000G79110
2022-08-17	G	G801(北京西-宜昌东)	240000G80120
2022-08-17	G	G802(宜昌东-北京西)	420000G80200
2022-08-17	G	G803(北京西-襄阳东)	240000G80300
2022-08-17	G	G804(襄阳东-北京西)	4r0000G80400
2022-08-17	G	G805(北京西-洛阳龙门)	240000G80520
2022-08-17	G	G806(洛阳龙门-北京西)	3b0000G80600
2022-08-17	G	G807(北京西-洛阳龙门)	240000G80703
2022-08-17	G	G808(洛阳龙门-北京西)	3b0000G80803
2022-08-17	G	G809(郑州东-广州南)	380000G80900
2022-08-17	G	G810(广州南-郑州东)	6c0000G81000
2022-08-17	G	G811(北京西-邵阳)	240000G81100
2022-08-17	G	G812(邵阳-北京西)	620000G81200
2022-08-17	G	G813(西安北-深圳北)	4f0000G81600
2022-08-17	G	G814(广州南-兰州西)	6c0000G81400
2022-08-17	G	G815(广州南-兰州西)	6c0000G81400
2022-08-17	G	G816(西安北-深圳北)	4f0000G81600
2022-08-17	G	G817(上海虹桥-广州南)	5l0000G81700
2022-08-17	G	G818(广州南-上海虹桥)	6c0000G81800
2022-08-17	G	G821(西安北-深圳北)	4f0000G8240X
2022-08-17	G	G822(深圳北-西安北)	6i0000G8220O
2022-08-17	G	G823(深圳北-西安北)	6i0000G8220O
2022-08-17	G	G824(西安北-深圳北)	4f0000G8240X
2022-08-17	G	G825(西安北-深圳北)	4f0000G82812
2022-08-17	G	G826(深圳北-西安北)	6i0000G8260F
2022-08-17	G	G827(深圳北-西安北)	6i0000G8260F
2022-08-17	G	G828(西安北-深圳北)	4f0000G82812
2022-08-17	G	G829(西安北-深圳北)	4f0000G83200
2022-08-17	G	G830(深圳北-西安北)	6i0000G83000
2022-08-17	G	G831(深圳北-西安北)	6i0000G83000
2022-08-17	G	G832(西安北-深圳北)	4f0000G83200
2022-08-17	G	G833(西安北-广州南)	4f0000G83600
2022-08-17	G	G834(广州南-西安北)	6c0000G83400
2022-08-17	G	G835(广州南-西安北)	6c0000G83400
2022-08-17	G	G836(西安北-广州南)	4f0000G83600
2022-08-17	G	G838(广州南-西安北)	6c0000G83800
2022-08-17	G	G839(广州南-西安北)	6c0000G83800
2022-08-17	G	G841(兰州西-广州南)	8d0000G84400
2022-08-17	G	G842(广州南-兰州西)	6c0000G84200
2022-08-17	G	G843(广州南-兰州西)	6c0000G84200
2022-08-17	G	G844(兰州西-广州南)	8d0000G84400
2022-08-17	G	G845(兰州西-广州南)	8d0000G84800
2022-08-17	G	G848(兰州西-广州南)	8d0000G84800
2022-08-17	G	G851(兰州西-武汉)	8d0000G85406
2022-08-17	G	G854(兰州西-武汉)	8d0000G85406
2022-08-17	G	G855(西安北-武汉)	4f0000G85810
2022-08-17	G	G856(武汉-西安北)	4e0000G8560M
2022-08-17	G	G857(武汉-西安北)	4e0000G8560M
2022-08-17	G	G858(西安北-武汉)	4f0000G85810
2022-08-17	G	G859(西安北-平潭)	4f0000G8620G
2022-08-17	G	G860(平潭-西安北)	4z0000G86002
2022-08-17	G	G861(平潭-西安北)	4z0000G86002
2022-08-17	G	G862(西安北-平潭)	4f0000G8620G
2022-08-17	G	G863(兰州西-长沙南)	8d0000G86636
2022-08-17	G	G864(长沙南-兰州西)	6c0000G8640C
2022-08-17	G	G865(长沙南-兰州西)	6c0000G8640C
2022-08-17	G	G866(兰州西-长沙南)	8d0000G86636
2022-08-17	G	G867(西安北-苍南)	4f0000G8700D
2022-08-17	G	G868(苍南-西安北)	5j0000G86805
2022-08-17	G	G869(苍南-西安北)	5j0000G86805
2022-08-17	G	G870(西安北-苍南)	4f0000G8700D
2022-08-17	G	G871(北京西-银川)	240000G87106
2022-08-17	G	G872(银川-北京西)	870000G87310
2022-08-17	G	G873(银川-北京西)	870000G87310
2022-08-17	G	G874(北京西-银川)	240000G87106
2022-08-17	G	G875(广州南-银川)	6c0000G87803
2022-08-17	G	G876(银川-广州南)	870000G87702
2022-08-17	G	G877(银川-广州南)	870000G87702
2022-08-17	G	G878(广州南-银川)	6c0000G87803
2022-08-17	G	G881(武汉-深圳北)	4e0000G88100
2022-08-17	G	G882(深圳北-武汉)	6i0000G88200
2022-08-17	G	G883(武汉-深圳北)	4e0000G88300
2022-08-17	G	G884(深圳北-武汉)	6i0000G88400
2022-08-17	G	G885(武汉-广州南)	4e0000G88500
2022-08-17	G	G886(广州南-武汉)	6c0000G88600
2022-08-17	G	G887(北京南-张家港)	240000G88708
2022-08-17	G	G888(张家港-北京南)	550000G88820
2022-08-17	G	G891(北京南-临沂北)	240000G89103
2022-08-17	G	G892(临沂北-北京南)	470000G89301
2022-08-17	G	G893(临沂北-北京南)	470000G89301
2022-08-17	G	G894(北京南-临沂北)	240000G89103
2022-08-17	G	G895(北京南-扬州)	240000G89506
2022-08-17	G	G898(北京南-扬州)	240000G89506
2022-08-17	G	G901(北京朝阳-哈尔滨西)	240000G90103
2022-08-17	G	G902(哈尔滨西-北京)	0h0000G90203
2022-08-17	G	G904(哈尔滨西-北京朝阳)	0h0000G90400
2022-08-17	G	G905(北京朝阳-长春)	240000G90510
2022-08-17	G	G906(长春-北京朝阳)	110000G90600
2022-08-17	G	G907(北京-沈阳北)	240000G90710
2022-08-17	G	G908(沈阳北-北京)	120000G90810
2022-08-17	G	G909(北京朝阳-沈阳)	240000G90905
2022-08-17	G	G910(沈阳-北京朝阳)	120000G91005
2022-08-17	G	G915(北京-吉林)	240000G91510
2022-08-17	G	G916(吉林-北京)	180000G91600
2022-08-17	G	G919(北京朝阳-沈阳)	240000G91910
2022-08-17	G	G920(沈阳-北京朝阳)	120000G92000
2022-08-17	G	G921(北京朝阳-哈尔滨西)	240000G92104
2022-08-17	G	G922(哈尔滨西-北京朝阳)	0h0000G92202
2022-08-17	G	G923(北京朝阳-哈尔滨西)	240000G9230B
2022-08-17	G	G924(哈尔滨西-北京朝阳)	0h0000G92404
2022-08-17	G	G925(北京朝阳-哈尔滨西)	240000G92501
2022-08-17	G	G926(哈尔滨西-北京朝阳)	0h0000G92601
2022-08-17	G	G927(北京朝阳-哈尔滨西)	240000G92701
2022-08-17	G	G928(齐齐哈尔南-北京朝阳)	040000G92801
2022-08-17	G	G929(北京朝阳-哈尔滨西)	240000G92900
2022-08-17	G	G930(哈尔滨西-北京朝阳)	0h0000G93000
2022-08-17	G	G931(北京朝阳-哈尔滨西)	240000G93110
2022-08-17	G	G932(哈尔滨西-北京朝阳)	0h0000G93206
2022-08-17	G	G933(北京朝阳-齐齐哈尔南)	240000G93320
2022-08-17	G	G934(哈尔滨西-北京朝阳)	0h0000G93400
2022-08-17	G	G935(北京朝阳-哈尔滨西)	240000G93504
2022-08-17	G	G936(哈尔滨西-北京朝阳)	0h0000G93600
2022-08-17	G	G937(北京朝阳-哈尔滨西)	240000G93705
2022-08-17	G	G938(哈尔滨西-北京朝阳)	0h0000G93800
2022-08-17	G	G939(北京朝阳-哈尔滨西)	240000G93901
2022-08-17	G	G940(哈尔滨西-北京朝阳)	0h0000G94000
2022-08-17	G	G941(北京朝阳-哈尔滨西)	240000G94104
2022-08-17	G	G951(北京朝阳-长春西)	240000G95110
2022-08-17	G	G952(长春-北京朝阳)	110000G95201
2022-08-17	G	G953(北京朝阳-长春西)	240000G95310
2022-08-17	G	G955(北京朝阳-长春)	240000G95507
2022-08-17	G	G956(长春西-北京朝阳)	1g0000G95602
2022-08-17	G	G957(北京朝阳-长春西)	240000G95704
2022-08-17	G	G958(长春西-北京朝阳)	1g0000G95800
2022-08-17	G	G960(长春-北京朝阳)	110000G96001
2022-08-17	G	G961(北京朝阳-长春西)	240000G96102
2022-08-17	G	G962(长春西-北京朝阳)	1g0000G96201
2022-08-17	G	G971(北京朝阳-沈阳)	240000G97100
2022-08-17	G	G972(沈阳南-北京朝阳)	120000G97200
2022-08-17	G	G973(北京朝阳-沈阳)	240000G9730C
2022-08-17	G	G974(沈阳北-北京朝阳)	120000G97408
2022-08-17	G	G975(北京朝阳-沈阳)	240000G97500
2022-08-17	G	G976(沈阳南-北京朝阳)	120000G97602
2022-08-17	G	G977(北京朝阳-沈阳)	240000G97700
2022-08-17	G	G978(沈阳北-北京朝阳)	120000G97800
2022-08-17	G	G979(北京朝阳-沈阳)	240000G9790B
2022-08-17	G	G980(沈阳-北京朝阳)	120000G98000
2022-08-17	G	G981(北京朝阳-沈阳南)	240000G98102
2022-08-17	G	G982(沈阳-北京朝阳)	120000G98209
2022-08-17	G	G983(北京朝阳-沈阳南)	240000G98302
2022-08-17	G	G984(沈阳-北京朝阳)	120000G98400
2022-08-17	G	G985(北京朝阳-沈阳北)	240000G98500
2022-08-17	G	G986(沈阳北-北京朝阳)	120000G98601
2022-08-17	G	G987(北京朝阳-沈阳北)	240000G98701
2022-08-17	G	G988(沈阳-北京朝阳)	120000G98801
2022-08-17	G	G989(北京朝阳-沈阳北)	240000G98905
2022-08-17	G	G990(沈阳-北京朝阳)	120000G99009
2022-08-17	G	G993(大连北-北京)	1g0000G99300
2022-08-17	G	G994(北京-大连北)	240000G99500
2022-08-17	G	G995(北京-大连北)	240000G99500
2022-08-17	G	G996(大连北-北京)	1g0000G99300
2022-08-17	G	G997(上海虹桥-深圳)	5l0000G99700
2022-08-17	G	G998(深圳-上海虹桥)	650000G99800
2022-08-17	G	G1001(武汉-深圳北)	4e000G10010I
2022-08-17	G	G1002(深圳北-武汉)	6i000G10020G
2022-08-17	G	G1003(武汉-深圳北)	4e000G10030M
2022-08-17	G	G1004(深圳北-武汉)	6i000G10040E
2022-08-17	G	G1005(武汉-深圳北)	4e000G10050S
2022-08-17	G	G1006(深圳北-武汉)	6i000G10060D
2022-08-17	G	G1007(武汉-深圳北)	4e000G10070H
2022-08-17	G	G1008(深圳北-武汉)	6i000G10080J
2022-08-17	G	G1009(武汉-深圳北)	4e000G10090J
2022-08-17	G	G1010(深圳北-武汉)	6i000G10100J
2022-08-17	G	G1011(武汉-深圳北)	4e000G10110D
2022-08-17	G	G1012(深圳北-武汉)	6i000G10120C
2022-08-17	G	G1013(武汉-深圳北)	4e000G10130H
2022-08-17	G	G1014(深圳北-武汉)	6i000G10140H
2022-08-17	G	G1016(深圳北-武汉)	6i000G10160A
2022-08-17	G	G1017(鄂州-深圳北)	39000G102000
2022-08-17	G	G1020(鄂州-深圳北)	39000G102000
2022-08-17	G	G1021(武汉-深圳坪山)	4e000G10210G
2022-08-17	G	G1022(深圳坪山-武汉)	6j000G102302
2022-08-17	G	G1023(深圳坪山-武汉)	6j000G102302
2022-08-17	G	G1024(武汉-深圳坪山)	4e000G10210G
2022-08-17	G	G1027(宜昌东-深圳北)	42000G103000
2022-08-17	G	G1028(深圳北-宜昌东)	6i000G102806
2022-08-17	G	G1029(深圳北-宜昌东)	6i000G102806
2022-08-17	G	G1030(宜昌东-深圳北)	42000G103000
2022-08-17	G	G1031(宜昌东-深圳北)	42000G10340E
2022-08-17	G	G1032(深圳北-宜昌东)	6i000G10320F
2022-08-17	G	G1033(深圳北-宜昌东)	6i000G10320F
2022-08-17	G	G1034(宜昌东-深圳北)	42000G10340E
2022-08-17	G	G1036(深圳北-宜昌东)	6i000G103605
2022-08-17	G	G1037(深圳北-宜昌东)	6i000G103605
2022-08-17	G	G1039(十堰东-深圳北)	4r000G104203
2022-08-17	G	G1040(深圳北-十堰东)	6i000G104002
2022-08-17	G	G1041(深圳北-十堰东)	6i000G104002
2022-08-17	G	G1042(十堰东-深圳北)	4r000G104203
2022-08-17	G	G1045(北京南-济南西)	24000G104500
2022-08-17	G	G1047(北京南-济南西)	24000G104701
2022-08-17	G	G1048(济南-北京南)	47000G104801
2022-08-17	G	G1049(北京南-济南西)	24000G104901
2022-08-17	G	G1050(济南西-北京南)	4p000G105000
2022-08-17	G	G1053(北京南-济南西)	24000G105303
2022-08-17	G	G1054(泰安-北京南)	4p000G105400
